Author,Title,Poetry Foundation ID,Content,Length,Topics
William Wordsworth,To a Skylark,45561,"Ethereal minstrel! pilgrim of the sky!
Dost thou despise the earth where cares abound?
Or, while the wings aspire, are heart and eye
Both with thy nest upon the dewy ground?
Thy nest which thou canst drop into at will,
Those quivering wings composed, that music still!

Leave to the nightingale her shady wood;
A privacy of glorious light is thine;
Whence thou dost pour upon the world a flood
Of harmony, with instinct more divine;
Type of the wise who soar, but never roam;
True to the kindred points of Heaven and Home",94,"glorious light, shady wood, dewy ground, wise, true, heaven, drop, divine"
William Wordsworth,"Inside of King's College Chapel, Cambridge",45523,"Tax not the royal Saint with vain expense,
With ill-matched aims the Architect who planned-
Albeit labouring for a scanty band
Of white-robed Scholars only-this immense
And glorious Work of fine intelligence!
Give all thou canst; high Heaven rejects the lore
Of nicely-calculated less or more;
So deemed the man who fashioned for the sense
These lofty pillars, spread that branching roof
Self-poised, and scooped into ten thousand cells,
Where light and shade repose, where music dwells
Lingering-and wandering on as loth to die;
Like thoughts whose very sweetness yieldeth proof
That they were born for immortality",97,"fine intelligence, glorious work, high heaven, sweetness yieldeth, vain expense, yieldeth proof, white-robed scholars, shade repose, scanty band, lofty pillars, lingering-and wandering, ill-matched aims"
William Wordsworth,The World Is Too Much With Us,45564,"The world is too much with us; late and soon,
Getting and spending, we lay waste our powers;-
Little we see in Nature that is ours;
We have given our hearts away, a sordid boon!
This Sea that bares her bosom to the moon;
The winds that will be howling at all hours,
And are up-gathered now like sleeping flowers;
For this, for everything, we are out of tune;
It moves us not. Great God! Ied rather be
A Pagan suckled in a creed outworn;
So might I, standing on this pleasant lea,
Have glimpses that would make me less forlorn;
Have sight of Proteus rising from the sea;
Or hear old Triton blow his wreathèd horn",117,"wreathèd horn, sordid boon, creed outworn, pleasant, world, winds, up-gathered"
William Wordsworth,Nuns Fret Not at Their Convent's Narrow Room,52299,"Nuns fret not at their convent's narrow room;
And hermits are contented with their cells;
And students with their pensive citadels;
Maids at the wheel, the weaver at his loom,
Sit blithe and happy; bees that soar for bloom,
High as the highest Peak of Furness-fells,
Will murmur by the hour in foxglove bells:
In truth the prison, into which we doom
Ourselves, no prison is: and hence for me,
In sundry moods, it was pastime to be bound
Within the Sonnet's scanty plot of ground;
Pleased if some Souls (for such there needs must be)
Who have felt the weight of too much liberty,
Should find brief solace there, as I have found",116,"pensive citadels, sundry moods, scanty plot, narrow room, highest peak, foxglove bells, truth, prison, pleased, loom, happy, blithe"
William Wordsworth,Mutability,45531,"From low to high doth dissolution climb,
And sink from high to low, along a scale
Of awful notes, whose concord shall not fail;
A musical but melancholy chime,
Which they can hear who meddle not with crime,
Nor avarice, nor over-anxious care.
Truth fails not; but her outward forms that bear
The longest date do melt like frosty rime,
That in the morning whitened hill and plain
And is no more; drop like the tower sublime
Of yesterday, which royally did wear
His crown of weeds, but could not even sustain
Some casual shout that broke the silent air,
Or the unimaginable touch of Time",106,"over-anxious care, awful notes, melancholy chime, casual shout, unimaginable touch, silent air, outward forms, frosty rime, dissolution climb, truth, drop, crime"
William Wordsworth,"Composed upon Westminster Bridge, September 3, 1802
 
 
  
   Launch Audio in a New Window",45514,"Earth has not anything to show more fair:
Dull would he be of soul who could pass by
A sight so touching in its majesty:
This City now doth, like a garment, wear
The beauty of the morning; silent, bare,
Ships, towers, domes, theatres, and temples lie
Open unto the fields, and to the sky;
All bright and glittering in the smokeless air.
Never did sun more beautifully steep
In his first splendour, valley, rock, or hill;
Never saw I, never felt, a calm so deep!
The river glideth at his own sweet will:
Dear God! the very houses seem asleep;
And all that mighty heart is lying still",109,"dear god, smokeless air, river glideth, mighty heart, sweet, splendour, lying, fair, dull"
William Wordsworth,The Tables Turned,45557,"Up! up! my Friend, and quit your books;
Or surely you'll grow double:
Up! up! my Friend, and clear your looks;
Why all this toil and trouble?

The sun above the mountain's head,
A freshening lustre mellow
Through all the long green fields has spread,
His first sweet evening yellow.

Books! it is a dull and endless strife:
Come, hear the woodland linnet,
How sweet his music! on my life,
There's more of wisdom in it.

And hark! how blithe the throstle sings!
He, too, is no mean preacher:
Come forth into the light of things,
Let Nature be your teacher.

She has a world of ready wealth,
Our minds and hearts to bless-
Spontaneous wisdom breathed by health,
Truth breathed by cheerfulness.

One impulse from a vernal wood
May teach you more of man,
Of moral evil and of good,
Than all the sages can.

Sweet is the lore which Nature brings;
Our meddling intellect
Mis-shapes the beauteous forms of things:-
We murder to dissect.

Enough of Science and of Art;
Close up those barren leaves;
Come forth, and bring with you a heart
That watches and receives",192,"ready wealth, moral evil, beauteous forms, spontaneous wisdom, sweet evening, woodland linnet, vernal wood"
William Wordsworth,She Was a Phantom of Delight,45550,"She was a Phantom of delight
When first she gleamed upon my sight;
A lovely Apparition, sent
To be a moment's ornament;
Her eyes as stars of Twilight fair;
Like Twilight's, too, her dusky hair;
But all things else about her drawn
From May-time and the cheerful Dawn;
A dancing Shape, an Image gay,
To haunt, to startle, and way-lay.
I saw her upon nearer view,
A Spirit, yet a Woman too!
Her household motions light and free,
And steps of virgin-liberty;
A countenance in which did meet
Sweet records, promises as sweet;
A Creature not too bright or good
For human nature's daily food;
For transient sorrows, simple wiles,
Praise, blame, love, kisses, tears, and smiles.
And now I see with eye serene
The very pulse of the machine;
A Being breathing thoughtful breath,
A Traveller between life and death;
The reason firm, the temperate will,
Endurance, foresight, strength, and skill;
A perfect Woman, nobly planned,
To warn, to comfort, and command;
And yet a Spirit still, and bright
With something of angelic light",178,"lovely apparition, perfect woman, sweet records, transient sorrows, thoughtful breath, twilight fair, simple wiles, reason firm, nearer view, human nature"
William Wordsworth,The Power of Armies is a Visible Thing,45540,"The power of Armies is a visible thing,
Formal and circumscribed in time and space;
But who the limits of that power shall trace
Which a brave People into light can bring
Or hide, at will,-for freedom combating
By just revenge inflamed? No foot may chase,
No eye can follow, to a fatal place
That power, that spirit, whether on the wing
Like the strong wind, or sleeping like the wind
Within its awful caves.-From year to year
Springs this indigenous produce far and near;
No craft this subtle element can bind,
Rising like water from the soil, to find
In every nook a lip that it may cheer",110,"fatal place, brave people, strong wind, subtle element, indigenous produce, caves.-from year, revenge, hide, freedom, awful, wing, water"
William Wordsworth,I Travelled among Unknown Men,45520,"I travelled among unknown men,
In lands beyond the sea;
Nor, England! did I know till then
What love I bore to thee.

It is past, that melancholy dream!
Nor will I quit thy shore
A second time; for still I seem
To love thee more and more.

Among thy mountains did I feel
The joy of my desire;
And she I cherished turned her wheel
Beside an English fire.

Thy mornings showed, thy nights concealed,
The bowers where Lucy played;
And thine too is the last green field
That Lucy's eyes surveyed",94,"english fire, melancholy dream, unknown men, green field, bore, wheel, time, shore"
William Wordsworth,Why art thou silent!  Is thy love a plant,50397,"Why art thou silent! Is thy love a plant
Of such weak fibre that the treacherous air
Of absence withers what was once so fair?
Is there no debt to pay, no boon to grant?
Yet have my thoughts for thee been vigilant-
Bound to thy service with unceasing care,
The mind's least generous wish a mendicant
For nought but what thy happiness could spare.
Speak- though this soft warm heart, once free to hold
A thousand tender pleasures, thine and mine,
Be left more desolate, more dreary cold
Than a forsaken bird's-nest filled with snow
'Mid its own bush of leafless eglantine-
Speak, that my torturing doubts their end may know",113,"unceasing care, weak fibre, tender pleasures, dreary cold, warm heart, treacherous air, forsaken bird's-nest, absence withers, vigilant"
